회원번호,오전,오후,저녁,총방문수,오전방문율,오후방문율,저녁방문율
379394240,0.0,1.0,0.0,1.0,0.0,1.0,0.0
380682304,1.0,1.0,0.0,2.0,0.5,0.5,0.0
381042368,0.0,1.0,0.0,1.0,0.0,1.0,0.0
383115520,1.0,10.0,0.0,11.0,0.09,0.91,0.0
383163776,1.0,0.0,0.0,1.0,1.0,0.0,0.0
384585472,17.0,4.0,0.0,21.0,0.81,0.19,0.0
384804480,7.0,4.0,2.0,13.0,0.54,0.31,0.15
386365376,0.0,13.0,2.0,15.0,0.0,0.87,0.13
386417344,0.0,0.0,5.0,5.0,0.0,0.0,1.0
386599232,0.0,1.0,0.0,1.0,0.0,1.0,0.0
387269248,1.0,1.0,0.0,2.0,0.5,0.5,0.0
387367616,0.0,7.0,1.0,8.0,0.0,0.88,0.12
387725824,4.0,13.0,17.0,34.0,0.12,0.38,0.5
388505344,0.0,1.0,0.0,1.0,0.0,1.0,0.0
389437056,0.0,1.0,0.0,1.0,0.0,1.0,0.0
390075520,0.0,5.0,11.0,16.0,0.0,0.31,0.69
390569216,0.0,0.0,1.0,1.0,0.0,0.0,1.0
390882880,6.0,16.0,4.0,26.0,0.23,0.62,0.15
391473088,0.0,2.0,0.0,2.0,0.0,1.0,0.0
392336128,0.0,1.0,0.0,1.0,0.0,1.0,0.0
